publishedAt;authorDisplayName;textDisplay;likeCount
2024-10-04T15:22:45Z;@ahmadfadlan9094;lengah dikit hilang masa depan.next perjalanan ke timur mencari BIJI.;0
2024-10-04T15:18:10Z;@KahoRin-ns5zg;Ini anime satu Author sama Mob Psycho,OPM apa gimana?style nya mirip...;0
2024-10-04T22:42:23Z;@kucinghoren7864;Kagak, assistennya author Chainsawman iya.;0
2024-10-04T15:16:55Z;@riokusnanto8192;Manganya bagus banget ini btw;0
2024-10-04T15:07:10Z;@iDunnoIDK;WHAT THE ACTUAL FUCK DID I JUST WATCH;0
2024-10-04T15:07:00Z;@ILHAMLos;ɪɴᴛʀᴏ ᴋᴇᴋ ᴍᴀsʜᴇʟ;0
2024-10-04T15:05:55Z;@faiqriyan;Suaranya mirip kamado tanjiro;0
2024-10-04T15:02:41Z;@yongkidana;Singkat padat jelas nenek turbo;0
2024-10-04T14:58:13Z;@ReynFiveofo;Nenek turbo buset mesinnya v8 kali yak;0
2024-10-04T14:56:46Z;@febrianaali1839;benar benar keputusan yang tepat tayangin ni anime, MAKASIH BANYAK BUAT MUSE INDONESIA;3
2024-10-04T14:56:13Z;@lisalszn;aku suka keabsurdan;0
2024-10-04T14:49:39Z;@qreadly8430;OPENING BANGERSTORY BANGERENDING BANGER👹👽👹👽;0
2024-10-04T14:49:39Z;@mixiabettt8221;Ini yg buat opening dan da dan mirip si mash kah?;1
2024-10-04T15:10:43Z;@degusvian;Bukan mirip, sama;1
2024-10-04T16:35:18Z;@rai.official23;nama bandnya creepy nuts;1
2024-10-04T16:39:21Z;@mixiabettt8221;@@degusvian ouh pantes kek familiar gitu suara nyooooo;0
2024-10-04T14:48:41Z;@pastawae;Satu lagi dari Science Saru. Sampe sekarang belom pernah ngecewain itu studio. Salut!;0
2024-10-04T14:48:31Z;@walwalle_lucy;Visualnya 2 dimensi penuh ekspresi;0
2024-10-04T14:48:07Z;@BoaHancock-o8t;GAK EXPECT BANGET TIBA TIBA 😭😭;0
2024-10-04T14:41:35Z;@itsbatsyauqie2123;ini sound desaignernya orang sunda kah?;0
2024-10-04T14:39:52Z;@AnakMamaYGBaik123;Nenek turbo💀;0
2024-10-04T14:34:55Z;@NeroClaudius-m4l;Petualangan mencari biji;0
2024-10-04T14:29:29Z;@DawetBasah;NJINGG RAMEE BET;0
2024-10-04T14:27:56Z;@Shugeng100;Nenek turbo😂😂;0
2024-10-04T14:27:33Z;@hian3907;hampir ngedrop di 2 menit pertama, untung nahan2;0
2024-10-04T14:27:02Z;@ronih6704;njirrrr lebih nggaplekki dari gintama 😅;0
2024-10-04T14:21:49Z;@Bikin-r2p;Keren si ini;0
2024-10-04T14:21:38Z;@ripkidikigeraldi2095;baru eps 1 epic gila;0
